,fullname,id,likes,quotes,replies,retweets,searchQuery,text,timestamp,username,verified,tweets_en
1710,plasma paucity,1718780011572785240,14346,18,18,12202,Gaza,i also want to boost this account again. it's a cat shelter in gaza and you can donate to them with the link in their bio. the donations help them to bulk buy food and supplies for the cats and also for themselves,2023-10-30T00:01:00.000Z,@enkertainment,True,i also want to boost this account again. it's a cat shelter in gaza and you can donate to them with the link in their bio. the donations help them to bulk buy food and supplies for the cats and also for themselves
1711,OH! MEDIA,1720075599954510032,2354,172,123,1764,Gaza,"Pejuang MMA Pendatang Haram, Haim Gozali menulis nama Khabib Nurmagomedov, Islam Makhachev, Khamzat Chimaev dan Belal Muhammad pada peluru berpandu yang akan menuju ke Gaza.

Gambar ini dikongsi sendiri oleh Si Laknat Haim Gozali dalam media sosial miliknya.

Psst: dalam media sosial berani laa. Jumpa depan-depan memang kena TKO dengan Khabib semua.",2023-11-02T13:49:00.000Z,@ohtweet,True,"Illegal Immigrant MMA fighter Haim Gozali wrote the names of Khabib Nurmagomedov, Islam Makhachev, Khamzat Chimaev and Belal Muhammad on a missile headed for Gaza.

This picture was shared by Si Laknat Haim Gozali himself in his social media.

Psst: be brave on social media. See you face to face with Khabib everyone."
1712,📌HTBJ on WP | whatevernollae,1720315416868995079,0,0,1,1,Palestine,"let's start a chain to speak about Palestine. Tag 4 of your moots and tell them to reply with #CeasefireNOW and continue the chain  Please don't break the chain

@busansgukbap
@happyfyt
@dontcallmenugu
@deliaajadeh

ITS A HUMANITARIAN DUTY  FREE PALESTINE 🇵🇸",2023-11-03T05:42:00.000Z,@whtvrnll,False,"let's start a chain to speak about Palestine. Tag 4 of your moots and tell them to reply with #CeasefireNOW and continue the chain  Please don't break the chain

@busansgukbap
@happyfyt
@dontcallmenugu
@deliaajadeh

ITS A HUMANITARIAN DUTY  FREE PALESTINE 🇵🇸"
1713,Kim Jong Un 🇰🇵,1719473485456576726,169003,2119,4972,34185,Palestine,We stand with Palestine,2023-10-31T21:56:00.000Z,@KimJongUnArabic,True,We stand with Palestine
1714,Sadia Saeed,1719507123090981020,89,6,17,67,Palestine,"Where are you Arabs? 
Where is Muslim ummah? 
Can you hear the scream of Palestine????? 

#غزة_تنتصر 
#Israel 
#GazaGenoside",2023-11-01T00:10:00.000Z,@SadiaSa55,False,"Where are you Arabs? 
Where is Muslim ummah? 
Can you hear the scream of Palestine????? 

#غزة_تنتصر 
#Israel 
#GazaGenoside"
1715,khalti probz 🇵🇸,1720118718720586110,9667,61,50,2467,Palestine,Quand ça veut acheter Ronaldo ça pose 1 milliard sur la table mais pour aider ses frères musulmans ça demande au peuple de payer mdr,2023-11-02T16:40:00.000Z,@khalticoconut,True,When they want to buy Ronaldo they put 1 billion on the table but to help their Muslim brothers they ask the people to pay lol
1716,Palestine Action US,1720287542346383380,487,6,8,186,Palestine,"Palestine Actionists egged the Washington Post and left messages across Washington DC to expose their complicity in the Israeli genocide of Palestine.

GAZA RESISTS.

PALESTINE WILL BE FREE.

WE WILL BE BACK.",2023-11-03T03:51:00.000Z,@Pal_ActionUS,False,"Palestine Actionists egged the Washington Post and left messages across Washington DC to expose their complicity in the Israeli genocide of Palestine.

GAZA RESISTS.

PALESTINE WILL BE FREE.

WE WILL BE BACK."
1717,salikin,1720318537598922799,1,0,2,1,Palestine,u a pussy if ure neutral on the palestine-israel conflict,2023-11-03T05:54:00.000Z,@saluknn,False,u a pussy if ure neutral on the palestine-israel conflict
1718,Abs,1720318653059440787,0,0,0,0,Israel,"toilet paper with Israel's flag on it, would be better.",2023-11-03T05:55:00.000Z,@nioet5,False,"toilet paper with Israel's flag on it, would be better."
1719,HispanTV,1719990722890186923,1509,61,61,1729,Israel,"🚫Crece boicot global a marcas israelíes, ¿y tú?

🤔¿Comprarías productos de compañías como Starbucks, Coca Cola, Pepsi, Mc Donalds, que apoyan al régimen de Israel para masacrar a palestinos?

📢Súmate a la campaña #BoicotIsrael 

Más detalles ➡️🔗 tinyurl.com/28taes3f",2023-11-02T08:11:00.000Z,@Nexo_Latino,True,"🚫Global boycott of Israeli brands is growing, what about you?

🤔Would you buy products from companies like Starbucks, Coca Cola, Pepsi, McDonalds, which support the Israeli regime to massacre Palestinians?

📢Join the #BoycottIsrael campaign

More details ➡️🔗 tinyurl.com/28taes3f"
1720,Ahmad,1719759147502321781,1383,58,61,725,Israel,"WAKE UP AMERICANS  🇵🇸🇺🇸

#StopGenocideInGaza #NoOilForIsrael #yemen #Egypt #غزة_تنتصر #Qassam #israel  #Hezbollah  #فلسطين_الان   #جازان_الان  #BrandedFeatures",2023-11-01T16:51:00.000Z,@AhmedDil_0,True,"WAKE UP AMERICANS 🇵🇸🇺🇸

#StopGenocideInGaza #NoOilForIsrael #yemen #Egypt #Gaza_Triumphs #Qassam #israel #Hezbollah #Palestine_now #Jazan_now #BrandedFeatures"
1721,amz 💌,1719481028694126871,4772,17,3,3101,Israel,the poorest country in the middle east declared WAR on israel. shame on every single muslim country. shame on every second you spend silent or sending your so called ‘warnings’.,2023-10-31T22:26:00.000Z,@axmz_,True,the poorest country in the middle east declared WAR on israel. shame on every single muslim country. shame on every second you spend silent or sending your so called ‘warnings’.
1722,Ritchie Torres,1720166981452607925,3790,134,721,869,Israel,"For the first time in history, a Speaker of the House has taken a position that he will not support aid to Israel unless there are conditions.  It represents the first time in history that a House Speaker has all but endorsed conditioning aid to Israel.  This is a dangerous precedent that cannot be allowed to stand.  

When I ran for Congress, I made it crystal clear that I would oppose anything other than unconditional aid to Israel—whether the attempts at  conditioning come from the far left or from the far right.  

The cheap cynical game that Speaker Johnson is playing sets a dangerous precedent for conditioning emergency aid. It represents a dangerous politicizing of Israel in a time of war.  It represents a dangerous decision to pursue division over unity and politics over principle.  

The House should vote on a clean bill, with no poison pills, that would send an overwhelmingly bipartisan message of unconditional unity around Israel.  Our ally deserves nothing less in its moment of greatest need. 

The Islamic Republic of Iran and its proxies Hezbollah and Hamas want nothing more than for the House to be dysfunctional, divided and distracted. Choosing gamesmanship over statesmanship, as Speaker Johnson has elected to do, will contribute to the further erosion of US-Israeli deterrence against common enemies. 

What is the point of voting on a cynically conceived bill that is dead on arrival in the Senate and that would be vetoed by the most the pro-Israel wartime President in history—the ONLY President to travel to Israel in a time of war?  

Speaker’s Johnson’s bill would have the real-world effect of not delivering aid to Israel immediately but of delaying it indefinitely.  This, to me, is as shameful as it is senseless.",2023-11-02T19:52:00.000Z,@RitchieTorres,True,"For the first time in history, a Speaker of the House has taken a position that he will not support aid to Israel unless there are conditions.  It represents the first time in history that a House Speaker has all but endorsed conditioning aid to Israel.  This is a dangerous precedent that cannot be allowed to stand.  

When I ran for Congress, I made it crystal clear that I would oppose anything other than unconditional aid to Israel—whether the attempts at  conditioning come from the far left or from the far right.  

The cheap cynical game that Speaker Johnson is playing sets a dangerous precedent for conditioning emergency aid. It represents a dangerous politicizing of Israel in a time of war.  It represents a dangerous decision to pursue division over unity and politics over principle.  

The House should vote on a clean bill, with no poison pills, that would send an overwhelmingly bipartisan message of unconditional unity around Israel.  Our ally deserves nothing less in its moment of greatest need. 

The Islamic Republic of Iran and its proxies Hezbollah and Hamas want nothing more than for the House to be dysfunctional, divided and distracted. Choosing gamesmanship over statesmanship, as Speaker Johnson has elected to do, will contribute to the further erosion of US-Israeli deterrence against common enemies. 

What is the point of voting on a cynically conceived bill that is dead on arrival in the Senate and that would be vetoed by the most the pro-Israel wartime President in history—the ONLY President to travel to Israel in a time of war?  

Speaker’s Johnson’s bill would have the real-world effect of not delivering aid to Israel immediately but of delaying it indefinitely.  This, to me, is as shameful as it is senseless."
1723,SW News - SOFT WAR NEWS,1720207144992358645,1081,71,202,479,Israel,"Intel Sky: Israel berencana mengumumkan gencatan senjata dalam waktu dekat, karena poros perlawanan (Iran, Irak, Suriah, Hizbullah Lebanon, Yaman) berencana melakukan serangan gabungan dalam beberapa jam mendatang untuk menunjukkan kekuatan mereka kepada Israel",2023-11-02T22:31:00.000Z,@SoftWarNews,False,"Sky Intel: Israel plans to announce a ceasefire in the near future, as the resistance axis (Iran, Iraq, Syria, Hezbollah Lebanon, Yemen) plans to carry out a joint attack in the coming hours to show their strength to Israel"
1724,Mariam Robly,1720290940978426221,6,1,1,5,Gaza,🚨JUST now #Gaza,2023-11-03T04:04:00.000Z,@MariamRobly,True,🚨JUST now #Gaza
1725,they/them might be giants ☭,1720183750082850937,9101,9,19,3341,Gaza,It’s really one struggle. From Cop City to Gaza to Kashmir to Congo to Yemen.,2023-11-02T20:59:00.000Z,@babadookspinoza,False,It’s really one struggle. From Cop City to Gaza to Kashmir to Congo to Yemen.
1726,🇵🇸🌹 بنت قانا 🌹🇱🇧,1720065675073339417,25,0,0,5,Gaza,"ترجمة الأغنية السويدية التي اكتسحت التيكتوك
 ⁧#غزه_تنتصر⁩ 🇵🇸
Translation of the Swedish song that swept Tiktok #Gaza_is_victorious 🇵🇸",2023-11-02T13:09:00.000Z,@Miro_313,True,"Translation of the Swedish song that swept Tiktok
 #Gaza_is_victorious 🇵🇸
Translation of the Swedish song that swept Tiktok #Gaza_is_victorious 🇵🇸"
1727,franceinfo,1719976631547183211,667,139,691,202,Gaza,"🔴 DIRECT 🗣️ - ""Ces actes doivent être fortement, fortement, fortement condamnés, quel que soit ce qui se passe à Gaza aujourd'hui et le nettoyage ethnique en cours opéré par le gouvernement israélien"", déclare la députée #LFI @alma_dufour, interrogée sur l'augmentation des actes antisémites en France.",2023-11-02T07:15:00.000Z,@franceinfo,True,"🔴 DIRECT 🗣️ - “These acts must be strongly, strongly, strongly condemned, regardless of what is happening in Gaza today and the ongoing ethnic cleansing carried out by the Israeli government”, declares #LFI MP @alma_dufour, interviewed on the increase in anti-Semitic acts in France."
1728,snipaeris,1720215676726698051,18,0,0,14,Gaza,see? NAKAKATULONG TAYO! pls pls continue talking about what's happening in Gaza. continue spreading the truth!,2023-11-02T23:05:00.000Z,@onlyyyoumarem,True,see? NAKAKATULONG TAYO! pls pls continue talking about what's happening in Gaza. continue spreading the truth!
1729,roman #🇵🇸,1720318605248843911,0,0,0,0,Gaza,"my fellow aussies, this link will help you send an email to your federal representatives calling for a #Ceasefire in #Gaza 
we CANNOT standby and continue this genocide. 

apan.org.au/israel_stop/",2023-11-03T05:54:00.000Z,@ROMAN_T0MAN,False,"my fellow aussies, this link will help you send an email to your federal representatives calling for a #Ceasefire in #Gaza 
we CANNOT standby and continue this genocide. 

apan.org.au/israel_stop/"
1730,🇩‌🇷‌🇪‌🇫‌2,1720262831835337145,166,6,15,111,Palestine,"Jangan Kasi Ruang Buat Mereka"" Yang Pengen Hidup Aman Di Atas Penderitaan Rakyat Palestine..

Usirrr..!!!!

#FreePalestineFromZionist 
#FreePalestineFromZionist",2023-11-03T02:13:00.000Z,@dre_f2,False,"Don't give space to those who want to live safely above the suffering of the Palestinian people..

Get rid of it..!!!!

#FreePalestineFromZionist
#FreePalestineFromZionist"
1731,S A R A H 👑✌️🇵🇸,1720205177221677508,576,9,17,548,Palestine,"The corespondent of Palestine Tv Mohammed Abu Hatab was killed along with his family after the bombing of his home in Gaza. 2.11.23  

استشهاد مراسل تلفزيون فلسطين محمد ابو حطب مع عائلته في غزة",2023-11-02T22:24:00.000Z,@Sarah_Hassan94,True,"The corespondent of Palestine TV Mohammed Abu Hatab was killed along with his family after the bombing of his home in Gaza. 2.11.23

Palestine TV correspondent Muhammad Abu Hatab was martyred with his family in Gaza"
1732,Jake Shields,1720272668031930439,2524,61,198,1184,Palestine,"This is an interesting short documentary showing Palestine had a problem with Jewish terrorists in the 1940s

They were trying to force Englandfo give them the land and make Palestinians flee 

Sometimes terrorism works exactly as planned",2023-11-03T02:52:00.000Z,@jakeshieldsajj,True,"This is an interesting short documentary showing Palestine had a problem with Jewish terrorists in the 1940s

They were trying to force Englandfo give them the land and make Palestinians flee 

Sometimes terrorism works exactly as planned"
